0 0 0
1.66667 0.0833333 9.96267e-09
3.33333 0.166667 9.9578e-09
5 0.25 9.96045e-09
6.66667 0.333333 9.95639e-09
8.33333 0.416667 9.96961e-09
10 0.5 9.97739e-09
11.6667 0.583333 9.95406e-09
13.3333 0.666667 9.96667e-09
15 0.75 9.97395e-09
16.6667 0.833333 9.97299e-09
18.3333 0.916667 9.97108e-09
20 1 9.97061e-09
21.6667 1.08333 9.9711e-09
23.3333 1.16667 9.97221e-09
25 1.25 9.97435e-09
26.6667 1.33333 9.9754e-09
28.3333 1.41667 9.97089e-09
30 1.5 9.95863e-09
31.6667 1.58333 9.94966e-09
33.3333 1.66667 9.95134e-09
35 1.75 9.94618e-09
36.6667 1.83333 9.96966e-09
38.3333 1.91667 9.97295e-09
40 2 9.98015e-09
41.6667 2.08333 9.96964e-09
43.3333 2.16667 9.96343e-09
45 2.25 9.95606e-09
46.6667 2.33333 9.95203e-09
48.3333 2.41667 9.95496e-09
50 2.5 9.96234e-09
51.6667 2.58333 9.97012e-09
53.3333 2.66667 9.97605e-09
55 2.75 9.9639e-09
56.6667 2.83333 9.94984e-09
58.3333 2.91667 9.95725e-09
60 3 9.96876e-09
61.6667 3.08333 9.98019e-09
63.3333 3.16667 9.97098e-09
65 3.25 9.96464e-09
66.6667 3.33333 9.95418e-09
68.3333 3.41667 9.95174e-09
70 3.5 9.95853e-09
71.6667 3.58333 9.96708e-09
73.3333 3.66667 9.97557e-09
75 3.75 9.96989e-09
76.6667 3.83333 9.9434e-09
78.3333 3.91667 9.96217e-09
80 4 9.97721e-09
81.6667 4.08333 9.98426e-09
83.3333 4.16667 9.96836e-09
85 4.25 9.96221e-09
86.6667 4.33333 9.95232e-09
88.3333 4.41667 9.95312e-09
90 4.5 9.96246e-09
91.6667 4.58333 9.97106e-09
93.3333 4.66667 9.97782e-09
95 4.75 9.95094e-09
96.6667 4.83333 9.96066e-09
98.3333 4.91667 9.97192e-09
100 5 9.98596e-09
101.667 5.08333 9.97192e-09
103.333 5.16667 9.96619e-09
105 5.25 9.9531e-09
106.667 5.33333 9.95285e-09
