0 0 0
1.66667 0.0833333 -1.20887e-20
3.33333 0.166667 -6.51274e-23
5 0.25 -1.42704e-22
6.66667 0.333333 -6.80276e-24
8.33333 0.416667 -1.027e-23
10 0.5 -9.45075e-24
11.6667 0.583333 -9.20515e-24
13.3333 0.666667 -7.26568e-24
15 0.75 -3.37349e-24
16.6667 0.833333 -1.30901e-24
18.3333 0.916667 -6.21185e-25
20 1 -4.07058e-25
21.6667 1.08333 -3.6245e-25
23.3333 1.16667 -4.12908e-25
25 1.25 -5.32147e-25
26.6667 1.33333 -6.45755e-25
28.3333 1.41667 -6.26983e-25
30 1.5 -4.80845e-25
31.6667 1.58333 -3.28122e-25
33.3333 1.66667 -2.18021e-25
35 1.75 -1.47966e-25
36.6667 1.83333 -1.08134e-25
38.3333 1.91667 -8.14629e-26
40 2 -5.67038e-26
41.6667 2.08333 -3.86616e-26
43.3333 2.16667 -2.60012e-26
45 2.25 -1.70326e-26
46.6667 2.33333 -1.04081e-26
48.3333 2.41667 -6.43397e-27
50 2.5 -4.59042e-27
51.6667 2.58333 -2.00896e-26
53.3333 2.66667 -6.74961e-26
55 2.75 -5.63824e-26
56.6667 2.83333 -3.5338e-26
58.3333 2.91667 -2.27313e-26
60 3 -1.69691e-26
61.6667 3.08333 -1.21165e-26
63.3333 3.16667 -8.09116e-27
65 3.25 -5.3315e-27
66.6667 3.33333 -3.39364e-27
68.3333 3.41667 -1.9643e-27
70 3.5 -1.22989e-27
71.6667 3.58333 -1.76545e-27
73.3333 3.66667 -1.5811e-26
75 3.75 -1.59579e-26
76.6667 3.83333 -9.85401e-27
78.3333 3.91667 -6.22559e-27
80 4 -4.72587e-27
81.6667 4.08333 -3.28134e-27
83.3333 4.16667 -2.17612e-27
85 4.25 -1.41495e-27
86.6667 4.33333 -8.68588e-28
88.3333 4.41667 -4.98594e-28
90 4.5 -2.98474e-28
91.6667 4.58333 -1.63733e-27
93.3333 4.66667 -6.04908e-27
95 4.75 -3.99689e-27
96.6667 4.83333 -2.44314e-27
98.3333 4.91667 -1.67944e-27
